"name","sex","count","year","rank","proportion"
"Mary","F",7065,1880,1,0.0776441885000879
"Anna","F",2604,1880,2,0.028617900474767
"Emma","F",2003,1880,3,0.0220129242131176
"Elizabeth","F",1939,1880,4,0.0213095656761034
"Minnie","F",1746,1880,5,0.0191885000879198
"Margaret","F",1578,1880,6,0.0173421839282574
"Ida","F",1472,1880,7,0.0161772463513276
"Alice","F",1414,1880,8,0.0155398276771584
"Bertha","F",1320,1880,9,0.0145067698259188
"Sarah","F",1288,1880,10,0.0141550905574116
"John","M",9655,1880,1,0.087383473617522
"William","M",9531,1880,2,0.0862612001086071
"James","M",5927,1880,3,0.0536428636075663
"Charles","M",5348,1880,4,0.0484025703683591
"George","M",5126,1880,5,0.046393338763689
"Frank","M",3242,1880,6,0.0293420219024346
"Joseph","M",2632,1880,7,0.0238211602859987
"Thomas","M",2534,1880,8,0.0229342021902435
"Henry","M",2444,1880,9,0.0221196488369988
"Robert","M",2415,1880,10,0.0218571816453978
"Mary","F",6919,1881,1,0.0752449621002034
"Anna","F",2698,1881,2,0.0293410764194752
"Emma","F",2034,1881,3,0.0221199960849564
"Elizabeth","F",1852,1881,4,0.0201407240655552
"Margaret","F",1658,1881,5,0.0180309505943254
"Minnie","F",1653,1881,6,0.0179765749893968
"Ida","F",1439,1881,7,0.0156492990984525
"Annie","F",1326,1881,8,0.014420410427066
"Bertha","F",1324,1881,9,0.0143986601850946
"Alice","F",1308,1881,10,0.014224658249323
"John","M",8769,1881,1,0.087043268514934
"William","M",8524,1881,2,0.0846113377604399
"James","M",5441,1881,3,0.0540087152457243
"George","M",4664,1881,4,0.0462960205671858
"Charles","M",4636,1881,5,0.0460180856238151
"Frank","M",2834,1881,6,0.0281309867683114
"Joseph","M",2456,1881,7,0.0243788650328063
"Henry","M",2339,1881,8,0.0232174940194356
"Thomas","M",2282,1881,9,0.0226516978847166
"Edward","M",2177,1881,10,0.0216094418470762
"Mary","F",8148,1882,1,0.0755507751650471
"Anna","F",3143,1882,2,0.0291428677397819
"Emma","F",2303,1882,3,0.0213541280320451
"Elizabeth","F",2186,1882,4,0.0202692678584675
"Minnie","F",2004,1882,5,0.0185817075884578
"Margaret","F",1821,1882,6,0.0168848750092723
"Ida","F",1673,1882,7,0.0155125732512425
"Alice","F",1542,1882,8,0.0142979007492026
"Bertha","F",1508,1882,9,0.0139826422372228
"Annie","F",1492,1882,10,0.0138342852904087
"John","M",9557,1882,1,0.084064880460215
"William","M",9298,1882,2,0.0817866755801066
"James","M",5892,1882,3,0.0518269619830058
"George","M",5193,1882,4,0.0456784476540647
"Charles","M",5091,1882,5,0.0447812395545626
"Frank","M",3176,1882,6,0.0279365972943018
"Joseph","M",2670,1882,7,0.0234857414281442
"Thomas","M",2610,1882,8,0.0229579719578488
"Henry","M",2579,1882,9,0.0226852910648629
"Robert","M",2500,1882,10,0.0219903945956406
"Mary","F",8012,1883,1,0.0713331790095977
"Anna","F",3306,1883,2,0.0294342847985185
"Emma","F",2367,1883,3,0.0210740931996652
"Elizabeth","F",2255,1883,4,0.0200769244466604
"Minnie","F",2035,1883,5,0.0181182001104008
"Margaret","F",1881,1883,6,0.0167470930750191
"Bertha","F",1681,1883,7,0.0149664345875105
"Ida","F",1634,1883,8,0.0145479798429459
"Annie","F",1589,1883,9,0.0141473316832565
"Clara","F",1548,1883,10,0.0137822966933172
"John","M",8894,1883,1,0.0850067382224474
"William","M",8387,1883,2,0.0801609527177497
"James","M",5223,1883,3,0.0499201926844887
"Charles","M",4826,1883,4,0.0461257610368261
"George","M",4736,1883,5,0.0452655624265247
"Frank","M",2986,1883,6,0.0285394783373317
"Joseph","M",2515,1883,7,0.0240377722767546
"Henry","M",2383,1883,8,0.0227761476483126
"Robert","M",2334,1883,9,0.0223078172938152
"Thomas","M",2316,1883,10,0.0221357775717549
"Mary","F",9217,1884,1,0.0714385366609828
"Anna","F",3860,1884,2,0.0299178421950085
"Emma","F",2587,1884,3,0.0200511548597117
"Elizabeth","F",2549,1884,4,0.0197566268795536
"Minnie","F",2243,1884,5,0.0173849015656487
"Margaret","F",2142,1884,6,0.0166020771973337
"Ida","F",1882,1884,7,0.0145868857541466
"Clara","F",1852,1884,8,0.0143543636645481
"Bertha","F",1789,1884,9,0.0138660672763913
"Annie","F",1739,1884,10,0.0134785304603937
"John","M",9388,1884,1,0.0820321033178089
"William","M",8897,1884,2,0.0777417579056823
"James","M",5693,1884,3,0.0497452880473249
"George","M",4961,1884,4,0.0433490908137676
"Charles","M",4802,1884,5,0.041959752890085
"Frank","M",3218,1884,6,0.0281188014994364
"Joseph","M",2707,1884,7,0.0236536966000542
"Thomas","M",2572,1884,8,0.0224740700610784
"Henry","M",2474,1884,9,0.0216177485735257
"Robert","M",2468,1884,10,0.021565320727349
"Mary","F",9128,1885,1,0.0686032091992033
"Anna","F",3994,1885,2,0.0300176618691519
"Emma","F",2728,1885,3,0.0205027995941528
"Elizabeth","F",2582,1885,4,0.0194055090000376
"Margaret","F",2204,1885,5,0.0165645785577393
"Minnie","F",2178,1885,6,0.0163691706437188
"Clara","F",1910,1885,7,0.0143549659915073
"Bertha","F",1860,1885,8,0.0139791815414678
"Ida","F",1854,1885,9,0.0139340874074631
"Annie","F",1703,1885,10,0.0127992183683439
"John","M",8756,1885,1,0.0812252432768393
"William","M",8044,1885,2,0.0746203582593531
"James","M",5175,1885,3,0.0480060111874878
"George","M",4674,1885,4,0.0433584727131049
"Charles","M",4599,1885,5,0.0426627334205327
"Frank","M",3067,1885,6,0.0284510988042561
"Joseph","M",2540,1885,7,0.0235623707084481
"Henry","M",2406,1885,8,0.022319316505719
"Robert","M",2322,1885,9,0.021540088498038
"Thomas","M",2266,1885,10,0.021020603159584
"Mary","F",9889,1886,1,0.0684198873621432
"Anna","F",4283,1886,2,0.0296331658986813
"Emma","F",2764,1886,3,0.0191235280280073
"Elizabeth","F",2680,1886,4,0.0185423498969101
"Minnie","F",2372,1886,5,0.0164113634162204
"Margaret","F",2275,1886,6,0.0157402410505487
"Ida","F",2049,1886,7,0.0141765951264062
"Bertha","F",2001,1886,8,0.0138444933372079
"Clara","F",1916,1886,9,0.0132563964188357
"Florence","F",1860,1886,10,0.0128689443314376
"John","M",9026,1886,1,0.0814731236178183
"William","M",8252,1886,2,0.0744866182244889
"James","M",5355,1886,3,0.0483368687096629
"George","M",4671,1886,4,0.042162747664395
"Charles","M",4533,1886,5,0.0409170916640339
"Frank","M",3127,1886,6,0.0282258428487611
"Joseph","M",2594,1886,7,0.0234147222096854
"Robert","M",2444,1886,8,0.0220607482962495
"Henry","M",2404,1886,9,0.0216996885859999
"Thomas","M",2337,1886,10,0.0210949135713319
"Mary","F",9888,1887,1,0.0677348422054925
"Anna","F",4227,1887,2,0.028955823018064
"Elizabeth","F",2681,1887,3,0.0183654037169221
"Emma","F",2647,1887,4,0.0181324966947753
"Margaret","F",2419,1887,5,0.0165706496050856
"Minnie","F",2215,1887,6,0.0151732074722053
"Bertha","F",2037,1887,7,0.0139538707092019
"Clara","F",1984,1887,8,0.0135908097629144
"Florence","F",1964,1887,9,0.0134538056322398
"Ida","F",1929,1887,10,0.0132140484035594
"John","M",8110,1887,1,0.0799684464822758
"William","M",7470,1887,2,0.0736577429374353
"James","M",4768,1887,3,0.0470147414090618
"George","M",4284,1887,4,0.0422422718532761
"Charles","M",4031,1887,5,0.0397475718582064
"Frank","M",2883,1887,6,0.0284277473746487
"Joseph","M",2456,1887,7,0.0242173248533254
"Henry","M",2228,1887,8,0.021969136715476
"Thomas","M",2151,1887,9,0.0212098801952374
"Edward","M",2125,1887,10,0.0209535078637282
"Robert","M",2125,1887,11,0.0209535078637282
"Mary","F",11754,1888,1,0.0658030275886779
"Anna","F",4982,1888,2,0.0278909888928699
"Elizabeth","F",3224,1888,3,0.0180490863489789
"Emma","F",3087,1888,4,0.0172821121461842
"Margaret","F",2904,1888,5,0.0162576137585095
"Minnie","F",2654,1888,6,0.0148580257972053
"Bertha","F",2450,1888,7,0.0137159620207811
"Florence","F",2444,1888,8,0.0136823719097098
"Ethel","F",2374,1888,9,0.0132904872805446
"Bessie","F",2278,1888,10,0.0127530455034038
"John","M",9247,1888,1,0.0765163425734381
"William","M",8705,1888,2,0.0720314439387671
"James","M",5562,1888,3,0.0460239966901117
"George","M",4912,1888,4,0.0406454282167977
"Charles","M",4591,1888,5,0.0379892428630534
"Frank","M",3459,1888,6,0.0286222589987588
"Joseph","M",2993,1888,7,0.024766239139429
"Robert","M",2814,1888,8,0.0232850641290856
"Harry","M",2759,1888,9,0.022829954489036
"Henry","M",2596,1888,10,0.0214811750103434
"Mary","F",11648,1889,1,0.0653039256360517
"Anna","F",5062,1889,2,0.0283798481773432
"Elizabeth","F",3058,1889,3,0.0171445230593275
"Margaret","F",2917,1889,4,0.0163540136573114
"Emma","F",2884,1889,5,0.0161690008185417
"Minnie","F",2624,1889,6,0.0147113239070226
"Florence","F",2465,1889,7,0.0138198984111322
"Ethel","F",2463,1889,8,0.0138086855118128
"Bessie","F",2343,1889,9,0.0131359115526502
"Clara","F",2319,1889,10,0.0130013567608176
"John","M",8548,1889,1,0.077300103090919
"William","M",7772,1889,2,0.0702826861514532
"James","M",5020,1889,3,0.0453961765929356
"George","M",4430,1889,4,0.0400607693838057
"Charles","M",4199,1889,5,0.0379718218154853
"Frank","M",2975,1889,6,0.0269031126223074
"Joseph","M",2729,1889,7,0.0246785191079923
"Harry","M",2559,1889,8,0.0231411983867175
"Robert","M",2513,1889,9,0.0227252174856667
"Edward","M",2299,1889,10,0.0207900019894739
"Mary","F",12078,1890,1,0.0634428709501198
"Anna","F",5233,1890,2,0.0274877085346892
"Elizabeth","F",3112,1890,3,0.0163465983107114
"Margaret","F",3100,1890,4,0.0162835651552717
"Emma","F",2980,1890,5,0.0156532336008741
"Florence","F",2744,1890,6,0.0144135815438921
"Ethel","F",2718,1890,7,0.0142770097071059
"Minnie","F",2650,1890,8,0.0139198218262806
"Clara","F",2496,1890,9,0.0131108963314704
"Bertha","F",2388,1890,10,0.0125435979325125
"John","M",8502,1890,1,0.0765773474442693
"William","M",7494,1890,2,0.0674983111911732
"James","M",5097,1890,3,0.0459085791488404
"George","M",4458,1890,4,0.0401531186669669
"Charles","M",4061,1890,5,0.0365773474442693
"Frank","M",3078,1890,6,0.0277234857014186
"Joseph","M",2670,1890,7,0.024048637694213
"Robert","M",2541,1890,8,0.0228867372213465
"Henry","M",2349,1890,9,0.0211573969826616
"Harry","M",2345,1890,10,0.0211213690610223
"Mary","F",11703,1891,1,0.0630950712198488
"Anna","F",5099,1891,2,0.0274905381654285
"Margaret","F",3065,1891,3,0.0165245145081463
"Elizabeth","F",3059,1891,4,0.016492166355765
"Emma","F",2884,1891,5,0.0155486785779752
"Florence","F",2715,1891,6,0.0146375389525668
"Ethel","F",2689,1891,7,0.0144973636255809
"Minnie","F",2428,1891,8,0.0130902189969916
"Helen","F",2417,1891,9,0.0130309140509591
"Bertha","F",2372,1891,10,0.0127883029080989
"John","M",7680,1891,1,0.07589457768818
"William","M",6763,1891,2,0.0668326860553596
"James","M",4516,1891,3,0.044627592817685
"George","M",3931,1891,4,0.0388465605328432
"Charles","M",3640,1891,5,0.035970867550127
"Frank","M",2652,1891,6,0.0262073463579497
"Joseph","M",2572,1891,7,0.0254167778403645
"Robert","M",2240,1891,8,0.0221359184923858
"Harry","M",2132,1891,9,0.0210686509936458
"Henry","M",2049,1891,10,0.0202484361566512
"Mary","F",13172,1892,1,0.0620322971070118
"Anna","F",5542,1892,2,0.0260995285884497
"Elizabeth","F",3461,1892,3,0.0162992545010149
"Margaret","F",3435,1892,4,0.0161768099424982
"Ruth","F",3290,1892,5,0.0154939460584626
"Florence","F",3154,1892,6,0.0148534668292982
"Emma","F",3128,1892,7,0.0147310222707814
"Ethel","F",3035,1892,8,0.0142930475037793
"Helen","F",2936,1892,9,0.0138268163001964
"Clara","F",2661,1892,10,0.0125317296235772
"John","M",9039,1892,1,0.0740683077124783
"William","M",7782,1892,2,0.0637680684388213
"James","M",5398,1892,3,0.0442328493231505
"George","M",4760,1892,4,0.0390048838047789
"Charles","M",4319,1892,5,0.0353911960405126
"Frank","M",3150,1892,6,0.0258120554590449
"Joseph","M",3064,1892,7,0.0251073453734963
"Robert","M",2710,1892,8,0.0222065619980989
"Harry","M",2460,1892,9,0.020157986168016
"Henry","M",2452,1892,10,0.0200924317414533
"Mary","F",12784,1893,1,0.0600455602263921
"Anna","F",5695,1893,2,0.0267490195157465
"Ruth","F",3658,1893,3,0.0171813719734154
"Margaret","F",3565,1893,4,0.0167445574317184
"Elizabeth","F",3360,1893,5,0.0157816866677626
"Helen","F",3249,1893,6,0.0152603273760597
"Florence","F",3231,1893,7,0.0151757826260539
"Ethel","F",3119,1893,8,0.0146497264037951
"Emma","F",2968,1893,9,0.013940489889857
"Bertha","F",2623,1893,10,0.0123200488480778
"John","M",8049,1893,1,0.0716632388685595
"William","M",7223,1893,2,0.0643090538386887
"James","M",5029,1893,3,0.044775056313826
"George","M",4320,1893,4,0.0384625657736585
"Charles","M",3723,1893,5,0.0331472528646598
"Joseph","M",2997,1893,6,0.0266834050054756
"Frank","M",2917,1893,7,0.0259711352689263
"Robert","M",2563,1893,8,0.022819341684696
"Edward","M",2309,1893,9,0.0205578852711522
"Harry","M",2245,1893,10,0.0199880694819128
"Mary","F",13151,1894,1,0.058993728748172
"Anna","F",5565,1894,2,0.0249638887144382
"Margaret","F",3701,1894,3,0.0166022196104467
"Helen","F",3676,1894,4,0.016490072760876
"Elizabeth","F",3425,1894,5,0.0153641183911862
"Ruth","F",3372,1894,6,0.0151263670700963
"Ethel","F",3287,1894,7,0.0147450677815559
"Florence","F",3233,1894,8,0.0145028305864832
"Emma","F",2937,1894,9,0.0131750118875661
"Marie","F",2649,1894,10,0.0118830801805116
"John","M",8238,1894,1,0.0711583311738792
"William","M",7274,1894,2,0.0628314762028159
"James","M",5110,1894,3,0.0441392415997236
"George","M",4365,1894,4,0.0377040684115056
"Charles","M",3788,1894,5,0.0327200483717716
"Joseph","M",2977,1894,6,0.025714779303792
"Frank","M",2863,1894,7,0.0247300682387492
"Robert","M",2497,1894,8,0.0215686274509804
"Henry","M",2278,1894,9,0.0196769456681351
"Harry","M",2189,1894,10,0.0189081800120929
"Mary","F",13446,1895,1,0.0575530330268632
"Anna","F",5950,1895,2,0.0254678377591727
"Helen","F",4023,1895,3,0.0172196825722944
"Margaret","F",3931,1895,4,0.0168258941565223
"Elizabeth","F",3603,1895,5,0.0154219528481175
"Ruth","F",3551,1895,6,0.015199376787029
"Florence","F",3471,1895,7,0.0148569520776619
"Ethel","F",3391,1895,8,0.0145145273682949
"Marie","F",3011,1895,9,0.0128880099988015
"Emma","F",2952,1895,10,0.0126354717756433
"John","M",8320,1895,1,0.0708712392245051
"William","M",7277,1895,2,0.0619867797880677
"James","M",5335,1895,3,0.0454444785171556
"George","M",4289,1895,4,0.036534464547344
"Charles","M",3633,1895,5,0.0309465399161811
"Frank","M",3012,1895,6,0.0256567515077175
"Joseph","M",2992,1895,7,0.0254863879518893
"Robert","M",2635,1895,8,0.0224453984803571
"Henry","M",2221,1895,9,0.0189188728747146
"Edward","M",2203,1895,10,0.0187655456744693
"Mary","F",13811,1896,1,0.0580494119822796
"Anna","F",5860,1896,2,0.0246303348212409
"Helen","F",4392,1896,3,0.0184601417295034
"Margaret","F",4051,1896,4,0.0170268748056053
"Ruth","F",3905,1896,5,0.0164132179994788
"Ethel","F",3502,1896,6,0.0147193570894174
"Elizabeth","F",3471,1896,7,0.0145890600963357
"Florence","F",3323,1896,8,0.0139669970325911
"Marie","F",3087,1896,9,0.0129750586336469
"Emma","F",2872,1896,10,0.0120713859396935
"John","M",8139,1896,1,0.0680700521878764
"William","M",7747,1896,2,0.0647915830322494
"James","M",5207,1896,3,0.0435484410544627
"George","M",4286,1896,4,0.0358457112270842
"Charles","M",3639,1896,5,0.030434564431955
"Joseph","M",3051,1896,6,0.0255168606985147
"Frank","M",2845,1896,7,0.0237939917034658
"Robert","M",2719,1896,8,0.0227401980463
"Edward","M",2296,1896,9,0.0192024621972434
"Henry","M",2183,1896,10,0.0182573932824836
"Mary","F",13413,1897,1,0.0572715627668659
"Anna","F",5429,1897,2,0.0231810418445773
"Helen","F",4519,1897,3,0.0192954739538856
"Margaret","F",4146,1897,4,0.0177028181041845
"Ruth","F",3878,1897,5,0.0165584970111016
"Elizabeth","F",3442,1897,6,0.0146968403074295
"Florence","F",3369,1897,7,0.0143851409052092
"Ethel","F",3182,1897,8,0.0135866780529462
"Marie","F",3078,1897,9,0.0131426131511529
"Emma","F",2698,1897,10,0.0115200683176772
"John","M",7550,1897,1,0.0669575551180404
"William","M",7199,1897,2,0.0638446939463275
"James","M",5113,1897,3,0.0453448979229855
"George","M",4078,1897,4,0.0361659483140886
"Charles","M",3341,1897,5,0.0296298267085262
"Joseph","M",2827,1897,6,0.0250713918302914
"Frank","M",2726,1897,7,0.0241756682452686
"Robert","M",2701,1897,8,0.0239539544865996
"Edward","M",2121,1897,9,0.0188101952854786
"Henry","M",1994,1897,10,0.0176838893914401
"Mary","F",14406,1898,1,0.0556710592417977
"Anna","F",5773,1898,2,0.0223093867140704
"Helen","F",5230,1898,3,0.0202109981837153
"Margaret","F",4696,1898,4,0.0181473895737528
"Ruth","F",4249,1898,5,0.016419986860919
"Florence","F",3790,1898,6,0.014646210920895
"Elizabeth","F",3659,1898,7,0.0141399698574023
"Ethel","F",3531,1898,8,0.0136453221007072
"Marie","F",3435,1898,9,0.0132743362831858
"Lillian","F",3061,1898,10,0.0118290373690922
"John","M",8159,1898,1,0.0665003953020189
"William","M",7400,1898,2,0.0603141224702708
"James","M",5321,1898,3,0.043369114278961
"George","M",4853,1898,4,0.0395546535605709
"Charles","M",3557,1898,5,0.0289915315711829
"Joseph","M",3171,1898,6,0.0258454165342201
"Robert","M",2932,1898,7,0.0238974333895722
"Frank","M",2925,1898,8,0.0238403794899381
"Edward","M",2337,1898,9,0.0190478519206788
"Thomas","M",2161,1898,10,0.0176133538727372
"Mary","F",13172,1899,1,0.0565266089613472
"Anna","F",5115,1899,2,0.0219506228998854
"Helen","F",5048,1899,3,0.0216630976341391
"Margaret","F",4249,1899,4,0.0182342515545676
"Ruth","F",3912,1899,5,0.0167880423820825
"Florence","F",3314,1899,6,0.0142217720997498
"Elizabeth","F",3287,1899,7,0.0141059037090759
"Marie","F",3156,1899,8,0.0135437274432138
"Ethel","F",2999,1899,9,0.0128699742085545
"Lillian","F",2703,1899,10,0.0115997133330186
"John","M",6990,1899,1,0.065811772681053
"William","M",6086,1899,2,0.0573004933529168
"James","M",4598,1899,3,0.0432907769366927
"George","M",4018,1899,4,0.0378300003766053
"Charles","M",3147,1899,5,0.0296294204044741
"Joseph","M",2679,1899,6,0.0252231386284036
"Robert","M",2609,1899,7,0.024564079388393
"Frank","M",2550,1899,8,0.0240085866003841
"Edward","M",1901,1899,9,0.0178981659322864
"Henry","M",1831,1899,10,0.0172391066922758
"Mary","F",16707,1900,1,0.0557230623503279
"Helen","F",6343,1900,2,0.0211558858255898
"Anna","F",6114,1900,3,0.0203920993122586
"Margaret","F",5304,1900,4,0.0176904963611743
"Ruth","F",4765,1900,5,0.0158927630394034
"Elizabeth","F",4096,1900,6,0.0136614391205449
"Florence","F",3920,1900,7,0.0130744241583339
"Ethel","F",3896,1900,8,0.012994376663487
"Marie","F",3856,1900,9,0.0128609641720754
"Lillian","F",3414,1900,10,0.0113867561419776
"John","M",9829,1900,1,0.0653133098544754
"William","M",8579,1900,2,0.0570071101069839
"James","M",7245,1900,3,0.0481427337364609
"George","M",5403,1900,4,0.0359027177885574
"Charles","M",4100,1900,5,0.0272443351717722
"Robert","M",3821,1900,6,0.0253903913881321
"Joseph","M",3714,1900,7,0.0246793806897468
"Frank","M",3477,1900,8,0.0231045252176224
"Edward","M",2720,1900,9,0.0180742906505416
"Henry","M",2606,1900,10,0.0173167652335703
"Mary","F",13136,1901,1,0.0548826599038216
"Helen","F",5247,1901,2,0.0219221465069543
"Anna","F",4923,1901,3,0.0205684633607273
"Margaret","F",4424,1901,4,0.0184836241941616
"Ruth","F",3974,1901,5,0.0166035087132907
"Elizabeth","F",3216,1901,6,0.0134365586366238
"Marie","F",3157,1901,7,0.0131900546069096
"Florence","F",3131,1901,8,0.0130814257124593
"Ethel","F",3067,1901,9,0.0128140315107355
"Lillian","F",2681,1901,10,0.0112013102315884
"John","M",6899,1901,1,0.0647982041721064
"William","M",5990,1901,2,0.0562605077534306
"James","M",4735,1901,3,0.0444730391005833
"George","M",3609,1901,4,0.0338971907315744
"Charles","M",3049,1901,5,0.0286374437629733
"Joseph","M",2766,1901,6,0.0259793930627694
"Robert","M",2543,1901,7,0.02388488668063
"Frank","M",2402,1901,8,0.0225605575331787
"Edward","M",1917,1901,9,0.018005240962158
"Henry","M",1870,1901,10,0.0175637979130075
"Mary","F",14486,1902,1,0.0548556281359462
"Helen","F",5967,1902,2,0.0225958534507242
"Anna","F",5288,1902,3,0.0200246142194452
"Margaret","F",5011,1902,4,0.0189756697907791
"Ruth","F",4384,1902,5,0.016601344315062
"Elizabeth","F",3694,1902,6,0.0139884502508757
"Florence","F",3509,1902,7,0.0132878916974344
"Marie","F",3423,1902,8,0.012962226640159
"Ethel","F",3295,1902,9,0.0124775158572375
"Alice","F",3135,1902,10,0.0118716273785856
"John","M",7907,1902,1,0.0644632680846901
"William","M",6616,1902,2,0.0539381537433046
"James","M",5592,1902,3,0.0455898058846069
"George","M",4223,1902,4,0.0344287822336722
"Charles","M",3361,1902,5,0.0274011690948076
"Robert","M",3180,1902,6,0.0259255333893151
"Joseph","M",3098,1902,7,0.0252570133459428
"Frank","M",2756,1902,8,0.0224687956040731
"Edward","M",2294,1902,9,0.0187022558475122
"Henry","M",2154,1902,10,0.0175608801637059
"Mary","F",14275,1903,1,0.0544905562426519
"Helen","F",6129,1903,2,0.0233956300673354
"Anna","F",5098,1903,3,0.0194600949719817
"Margaret","F",5046,1903,4,0.0192616004763868
"Ruth","F",4518,1903,5,0.0172461179057304
"Elizabeth","F",3723,1903,6,0.0142114424442307
"Marie","F",3469,1903,7,0.0132418731772861
"Florence","F",3468,1903,8,0.0132380559754478
"Ethel","F",3257,1903,9,0.0124326263875529
"Mildred","F",3088,1903,10,0.0117875192768693
"John","M",7608,1903,1,0.0638078384339906
"William","M",6311,1903,2,0.0529299774391318
"James","M",5480,1903,3,0.0459604304177535
"George","M",3961,1903,4,0.0332206687745842
"Charles","M",3212,1903,5,0.0269388508215008
"Joseph","M",3121,1903,6,0.0261756392944906
"Robert","M",3044,1903,7,0.025529844925482
"Frank","M",2644,1903,8,0.0221750689825803
"Edward","M",2268,1903,9,0.0190215795962527
"Thomas","M",1962,1903,10,0.0164551759999329
"Mary","F",14962,1904,1,0.0543339712605903
"Helen","F",6488,1904,2,0.0235609414208468
"Anna","F",5330,1904,3,0.0193557055753874
"Margaret","F",5302,1904,4,0.0192540245704885
"Ruth","F",4900,1904,5,0.017794175857298
"Elizabeth","F",3833,1904,6,0.0139194032777598
"Marie","F",3595,1904,7,0.0130551147361196
"Florence","F",3572,1904,8,0.0129715910535242
"Mildred","F",3525,1904,9,0.0128009122238725
"Dorothy","F",3477,1904,10,0.0126266019297602
"John","M",8108,1904,1,0.0632819512195122
"William","M",6416,1904,2,0.0500760975609756
"James","M",5855,1904,3,0.0456975609756098
"George","M",4219,1904,4,0.0329287804878049
"Robert","M",3414,1904,5,0.0266458536585366
"Charles","M",3406,1904,6,0.0265834146341463
"Joseph","M",3291,1904,7,0.0256858536585366
"Frank","M",2799,1904,8,0.0218458536585366
"Edward","M",2334,1904,9,0.0182165853658537
"Henry","M",2086,1904,10,0.0162809756097561
"Mary","F",16067,1905,1,0.0550951056672485
"Helen","F",6811,1905,2,0.0233554966514987
"Margaret","F",5690,1905,3,0.0195114925777459
"Anna","F",5424,1905,4,0.0185993560178724
"Ruth","F",5068,1905,5,0.0173786018249589
"Elizabeth","F",4121,1905,6,0.0141312585084167
"Dorothy","F",3937,1905,7,0.0135003069030906
"Mildred","F",3758,1905,8,0.0128865007218224
"Marie","F",3643,1905,9,0.0124921559684936
"Alice","F",3611,1905,10,0.0123824252545238
"John","M",8060,1905,1,0.0609138590365634
"William","M",6495,1905,2,0.0490862921144515
"James","M",6042,1905,3,0.0456627216251757
"George","M",4256,1905,4,0.0321649359875452
"Charles","M",3608,1905,5,0.0272676431022234
"Robert","M",3410,1905,6,0.0257712480539307
"Joseph","M",3302,1905,7,0.0249550325730437
"Frank","M",2837,1905,8,0.0214407714747805
"Edward","M",2366,1905,9,0.0178811650720235
"Thomas","M",2135,1905,10,0.0161353708490153
"Mary","F",16370,1906,1,0.0554343998049468
"Helen","F",7176,1906,2,0.0243003819792485
"Margaret","F",6096,1906,3,0.0206431338552813
"Anna","F",5502,1906,4,0.0186316473870994
"Ruth","F",5140,1906,5,0.0174057919973993
"Dorothy","F",4326,1906,6,0.0146493105410018
"Elizabeth","F",4321,1906,7,0.0146323788367242
"Alice","F",4192,1906,8,0.0141955408663614
"Mildred","F",3873,1906,9,0.0131152981334489
"Florence","F",3691,1906,10,0.0124989840977433
"John","M",8264,1906,1,0.0620620770969607
"William","M",6567,1906,2,0.0493177226882552
"James","M",5908,1906,3,0.0443686775760944
"George","M",4201,1906,4,0.0315492238485397
"Robert","M",3635,1906,5,0.0272986024016762
"Charles","M",3607,1906,6,0.0270883243088985
"Joseph","M",3527,1906,7,0.0264875297581051
"Frank","M",2798,1906,8,0.021012789414
"Edward","M",2398,1906,9,0.0180088166600329
"Thomas","M",2176,1906,10,0.0163416117815811
"Mary","F",17580,1907,1,0.0551849701002935
"Helen","F",7579,1907,2,0.0237910630483575
"Margaret","F",6713,1907,3,0.0210726225417105
"Anna","F",5575,1907,4,0.0175003531461397
"Ruth","F",5573,1907,5,0.0174940749925447
"Dorothy","F",4967,1907,6,0.0155917944532513
"Elizabeth","F",4624,1907,7,0.014515091111704
"Mildred","F",4277,1907,8,0.0134258314629667
"Alice","F",4107,1907,9,0.0128921884073894
"Marie","F",3879,1907,10,0.0121764788975562
"John","M",8983,1907,1,0.061179595450521
"William","M",6905,1907,2,0.0470271742831846
"James","M",6707,1907,3,0.0456786760198869
"George","M",4445,1907,4,0.0302731049513042
"Robert","M",4020,1907,5,0.0273786011033168
"Charles","M",3884,1907,6,0.0264523598719608
"Joseph","M",3844,1907,7,0.0261799359803855
"Frank","M",2943,1907,8,0.020043587822652
"Edward","M",2576,1907,9,0.0175440986174487
"Henry","M",2203,1907,10,0.0150037458285092
"Mary","F",18666,1908,1,0.0558335701359496
"Helen","F",8439,1908,2,0.0252426603652244
"Margaret","F",6976,1908,3,0.0208665480160926
"Ruth","F",6180,1908,4,0.0184855600257242
"Anna","F",5860,1908,5,0.0175283789240686
"Dorothy","F",5703,1908,6,0.0170587619460688
"Elizabeth","F",4904,1908,7,0.0146688003828724
"Mildred","F",4624,1908,8,0.0138312669189238
"Alice","F",4270,1908,9,0.0127723853252172
"Marie","F",4076,1908,10,0.0121920942823385
"John","M",9342,1908,1,0.0605275263536409
"William","M",7528,1908,2,0.0487744828077723
"James","M",7012,1908,3,0.0454312796822661
"George","M",4584,1908,4,0.0297000835800781
"Robert","M",4220,1908,5,0.0273416999799149
"Joseph","M",4162,1908,6,0.0269659135820867
"Charles","M",3929,1908,7,0.0254562889149492
"Frank","M",3146,1908,8,0.0203831725442683
"Edward","M",2707,1908,9,0.0175388582572582
"Thomas","M",2301,1908,10,0.0149083534724607
"Mary","F",19259,1909,1,0.0554643581236752
"Helen","F",9250,1909,2,0.0266392498387245
"Margaret","F",7359,1909,3,0.0211933231960188
