"name","sex","count","year","rank","proportion"
"Michael","M",20601,2008,2,0.0101146434270284
"Ethan","M",20198,2008,3,0.00991677918252117
"Joshua","M",19188,2008,4,0.00942089112556769
"Daniel","M",18993,2008,5,0.00932515036209648
"Alexander","M",18685,2008,6,0.00917392905363938
"William","M",18383,2008,7,0.00902565361482754
"Anthony","M",18382,2008,8,0.00902516263655333
"Christopher","M",17936,2008,9,0.00880618632625506
"Matthew","M",17576,2008,10,0.00862943414753897
"Isabella","F",22283,2009,1,0.0121535173096128
"Emma","F",17883,2009,2,0.00975368442524821
"Olivia","F",17425,2009,3,0.00950388363864844
"Sophia","F",16929,2009,4,0.00923335702259279
"Ava","F",15863,2009,5,0.008651942964699
"Emily","F",15340,2009,6,0.00836669010139839
"Madison","F",15224,2009,7,0.00830342177990151
"Abigail","F",14382,2009,8,0.00784418103248447
"Chloe","F",11901,2009,9,0.00649100253564161
"Mia","F",11416,2009,10,0.00622647550179688
"Jacob","M",21154,2009,1,0.0106844049810722
"Ethan","M",19836,2009,2,0.0100187131135742
"Michael","M",18917,2009,3,0.00955454708456762
"Alexander","M",18217,2009,4,0.00920099298195106
"William","M",17905,2009,5,0.00904340886764197
"Joshua","M",17630,2009,6,0.00890451261304261
"Daniel","M",17527,2009,7,0.00885248965222903
"Jayden","M",17270,2009,8,0.00872268478883981
"Noah","M",17231,2009,9,0.00870298677455118
"Christopher","M",16339,2009,10,0.0082524578323598
"Isabella","F",22890,2010,1,0.0129071183688199
"Sophia","F",20623,2010,2,0.0116288118007939
"Emma","F",17327,2010,3,0.009770276975821
"Olivia","F",17017,2010,4,0.0095954754601227
"Ava","F",15421,2010,5,0.00869552959220498
"Emily","F",14262,2010,6,0.00804199747383616
"Abigail","F",14231,2010,7,0.00802451732226633
"Madison","F",13170,2010,8,0.00742624503789246
"Chloe","F",11745,2010,9,0.00662272194153735
"Mia","F",10628,2010,10,0.00599287260916637
"Jacob","M",22095,2010,1,0.011540094712866
"Ethan","M",17993,2010,2,0.00939764309430182
"Michael","M",17324,2010,3,0.00904822814237118
"Jayden","M",17158,2010,4,0.00896152727238541
"William","M",17036,2010,5,0.00889780735588984
"Alexander","M",16746,2010,6,0.00874634198061348
"Noah","M",16438,2010,7,0.00858547530618203
"Daniel","M",15819,2010,8,0.00826217507412663
"Aiden","M",15520,2010,9,0.00810600904927273
"Anthony","M",15475,2010,10,0.00808250580138502
"Sophia","F",21824,2011,1,0.0124394103135844
"Isabella","F",19882,2011,2,0.0113324943115233
"Emma","F",18781,2011,3,0.010704937916946
"Olivia","F",17305,2011,4,0.00986363615636813
"Ava","F",15485,2011,5,0.00882625864671254
"Emily","F",14241,2011,6,0.00811719401923366
"Abigail","F",13237,2011,7,0.00754492642599508
"Madison","F",12371,2011,8,0.00705131712744468
"Mia","F",11520,2011,9,0.00656625764353429
"Chloe","F",10977,2011,10,0.00625675435356561
"Jacob","M",20349,2011,1,0.0107424421753696
"Mason","M",19493,2011,2,0.0102905511486795
"William","M",17325,2011,3,0.00914604209977289
"Jayden","M",16968,2011,4,0.00895757820195939
"Noah","M",16845,2011,5,0.00889264526237659
"Michael","M",16760,2011,6,0.00884777290575433
"Ethan","M",16674,2011,7,0.00880237263905415
"Alexander","M",15688,2011,8,0.00828185330223591
"Aiden","M",15477,2011,9,0.00817046427579712
"Daniel","M",15258,2011,10,0.00805485196873505
"Sophia","F",22279,2012,1,0.0126927498812138
"Emma","F",20914,2012,2,0.0119150846544147
"Isabella","F",19082,2012,3,0.0108713610679708
"Olivia","F",17296,2012,4,0.00985384451481096
"Ava","F",15518,2012,5,0.0088408857065701
"Emily","F",13631,2012,6,0.00776582762380829
"Abigail","F",12679,2012,7,0.00722345597845098
"Mia","F",12004,2012,8,0.00683889625091297
"Madison","F",11380,2012,9,0.00648339214723339
"Elizabeth","F",9685,2012,10,0.00551771994252684
"Jacob","M",19045,2012,1,0.0100719820148089
"Mason","M",18953,2012,2,0.0100233276517025
"Ethan","M",17644,2012,3,0.00933106068098127
"Noah","M",17323,2012,4,0.00916129926188158
"William","M",16856,2012,5,0.00891432548393904
"Liam","M",16785,2012,6,0.0088767770080634
"Michael","M",16124,2012,7,0.00852720598617899
"Jayden","M",16099,2012,8,0.00851398469185658
"Alexander","M",15219,2012,9,0.00804859513170789
"Aiden","M",14873,2012,10,0.00786561241828579
"Sophia","F",21171,2013,1,0.0121147164248797
"Emma","F",20905,2013,2,0.0119625028039351
"Olivia","F",18397,2013,3,0.0105273458064575
"Isabella","F",17599,2013,4,0.0100707049436237
"Ava","F",15225,2013,5,0.00871222698827612
"Mia","F",13127,2013,6,0.00751168497044996
"Emily","F",13107,2013,7,0.00750024033729623
"Abigail","F",12387,2013,8,0.00708823354376199
"Madison","F",10575,2013,9,0.00605134978003415
"Elizabeth","F",9431,2013,10,0.00539671676364086
"Noah","M",18206,2013,1,0.00966376406954556
"Liam","M",18111,2013,2,0.00961333796899591
"Jacob","M",18110,2013,3,0.00961280716793749
"Mason","M",17668,2013,4,0.00937819310011704
"William","M",16595,2013,5,0.00880864356443527
"Ethan","M",16216,2013,6,0.00860746996329511
"Michael","M",15453,2013,7,0.0082024687557227
"Alexander","M",14871,2013,8,0.00789354253972382
"Jayden","M",14729,2013,9,0.00781816878942857
"Daniel","M",14251,2013,10,0.00756444588350509
"Emma","F",20886,2014,1,0.0117519167339057
"Olivia","F",19761,2014,2,0.0111189134625448
"Sophia","F",18563,2014,3,0.0104448353122422
"Isabella","F",17027,2014,4,0.00958057484574414
"Ava","F",15660,2014,5,0.00881140553734382
"Mia","F",13484,2014,6,0.00758703654313819
"Emily","F",12622,2014,7,0.0071020153698821
"Abigail","F",12049,2014,8,0.00677960570366894
"Madison","F",10291,2014,9,0.0057904325916223
"Charlotte","F",10094,2014,10,0.00567958668543732
"Noah","M",19229,2014,1,0.0100629240201876
"Liam","M",18421,2014,2,0.00964008130302542
"Mason","M",17157,2014,3,0.00897860457716775
"Jacob","M",16812,2014,4,0.00879805911006261
"William","M",16776,2014,5,0.00877921958306033
"Ethan","M",15691,2014,6,0.00821141717201953
"Michael","M",15400,2014,7,0.00805913099541781
"Alexander","M",15362,2014,8,0.00803924482802652
"James","M",14383,2014,9,0.00752691435760353
"Daniel","M",13887,2014,10,0.00726734754112773
"Emma","F",20355,2015,1,0.0115043872663304
"Olivia","F",19553,2015,2,0.0110511070606022
"Sophia","F",17327,2015,3,0.0097930001554265
"Ava","F",16286,2015,4,0.00920464018764218
"Isabella","F",15504,2015,5,0.00876266372769276
"Mia","F",14820,2015,6,0.00837607562205926
"Abigail","F",12311,2015,7,0.00695802071411414
"Emily","F",11727,2015,8,0.00662795133737442
"Charlotte","F",11332,2015,9,0.00640470235824396
"Harper","F",10241,2015,10,0.00578808302601275
"Noah","M",19511,2015,1,0.0102751232582952
"Liam","M",18281,2015,2,0.00962736550073781
"Mason","M",16535,2015,3,0.00870786546440018
"Jacob","M",15816,2015,4,0.00832921682400685
"William","M",15809,2015,5,0.00832553039774433
"Ethan","M",14991,2015,6,0.00789474515735247
"James","M",14705,2015,7,0.00774412831291229
"Alexander","M",14460,2015,8,0.00761510339372402
"Michael","M",14321,2015,9,0.00754190150079679
"Benjamin","M",13608,2015,10,0.00716641265434277
